City,Country,AvgTemp,Precipitation,AvgSunHours,Humidity,WindSpeed,ClimateZone,PopulationDensity,UrbanizationLevel,GDPperCapita,AQI
North Shelby,Myanmar,18.63629602379294,113.46216154746905,2.946474187110719,69.61173154653297,10.381635702724362,Subtropical,6985.50390105968,75.03650291913362,67055.28432593978,212.6808610089941
Hernandezfurt,Zimbabwe,2.557861855309373,99.98588366430653,6.415665198074083,57.888096354461595,9.58363755259462,Temperate,1717.8977389179456,35.95933730692217,35004.101222052595,26.259118324846746
Lake Zachary,Turkmenistan,0.9757738947791927,99.83184185369527,8.71879429516689,46.90026511863109,0.5128413161287138,Temperate,865.533356630027,37.405710827871985,50667.808092768566,57.898934704298426
East Nathanhaven,Singapore,14.233283058799998,77.77158528013138,1.3991042543383627,43.61700657331836,6.824956552523127,Temperate,4966.618079694935,39.19246348053109,32921.84122413826,106.36865089932823
East Lindsay,United States of America,24.717820827209607,118.86420815523113,0.7177103403996967,71.84815569319035,7.603912375717141,Subtropical,6009.20585651938,76.23892469275766,104420.61917585442,144.55348230139867
West Keith,Montenegro,14.48448049611839,88.44937075902553,2.689898939475201,42.308596048876275,7.97645561793801,Temperate,1202.9067856876968,46.654013602595654,27438.83174294142,61.48701293213149
Port Christopher,Monaco,24.62447294942111,101.00355988888631,5.030967842347712,76.49361931850298,11.603447384546646,Subtropical,4084.5783288511648,78.91499404451861,100758.54106836976,218.4838780016384
Leeville,Nauru,27.444016406221444,194.90271447203568,8.006093008813318,84.50515320830273,10.67205093453757,Tropical,19369.187898892065,86.85182165622264,117036.9666993349,169.59069457047775
Lewisfort,Bosnia and Herzegovina,12.125960221746917,97.23828649412141,0.1097235244134684,60.88866327634419,12.158101855868892,Temperate,4947.894472835665,47.63974888391498,32481.621765791144,79.15269931806024
Robertschester,Equatorial Guinea,26.058531211006446,160.25698202410035,6.46267522905611,79.73337882849405,15.297665230842565,Tropical,13116.707373182671,92.55337754317617,86106.71385662904,239.522067588583
North Reneefurt,China,4.56920653760056,92.48236953387058,3.4904960975999955,50.196248913041984,16.25971477432187,Temperate,4897.759696549013,42.794992417255834,28480.057810416612,47.06504087147568
New Christopher,Luxembourg,17.517822958253642,116.10395827915892,4.020186050121504,66.95618415804387,14.362461524529888,Subtropical,2211.18640393697,66.25839096057645,79947.6481135447,309.74842320381447
Tiffanyport,Holy See (Vatican City State),19.972485058923855,110.57240034982723,5.198759350334747,73.56032305118127,19.110473919098695,Subtropical,1849.7700789443286,77.17012909103109,79897.92091542897,339.9081376359533
North Michaelport,Romania,18.008783098167697,116.37486760889573,5.520297490756026,71.31463927991582,0.3646516535272326,Subtropical,8483.664998010012,62.63373806872414,71109.54512103627,230.76101992125638
Davisborough,Samoa,17.848404943774675,105.98810659096256,4.821366570930165,65.34056540338842,3.915559713670922,Subtropical,9265.577878734022,74.10081812707185,51610.254066298105,72.46780090674154
Lake John,Iceland,34.63628917309474,159.53438603318332,1.0487170001872417,87.46846476163321,0.1512574995628424,Tropical,14076.342778108075,83.84032169480074,59673.00203941812,334.6442545942806
Morganfort,Comoros,15.368869473545328,144.52636403699475,1.9097245211435792,77.57259972710315,12.94949428309206,Subtropical,6848.092420878696,74.83955459027972,40525.4186529891,309.5220268314815
Smithmouth,Thailand,25.39766965812433,151.82748339240473,5.920312436385617,88.01403728022517,17.96061097899974,Tropical,8307.314591221239,82.92042038593925,68166.18560406282,327.94535205542235
North Morganburgh,Philippines,21.09564333979897,129.67962267770244,4.638681394344987,75.94852043213857,4.8696459315259855,Subtropical,1930.9070337443504,73.55446482402641,77948.95141451758,74.49938167064354
New Jenniferburgh,French Guiana,-18.763796434579127,34.90808570098726,11.960420134457562,35.55398786515859,18.540690895926133,Polar,576.2759195007568,21.985985740127774,29855.537655166903,74.69927309927395
Leeborough,Cambodia,20.026790232288615,133.95511595722448,9.235434045442863,73.16903669316851,1.205347805791217,Subtropical,4618.2449519941665,65.04629472270307,75904.30666740895,276.7369618758364
North Sharonfurt,France,15.514787512499893,139.4585619303669,6.994215217094316,77.01163458188483,18.688720536110285,Subtropical,7560.452800946415,77.46086294030407,72456.6064017325,239.98074853012983
Jenniferville,Czech Republic,33.78663371910195,173.60334725549995,6.574020697763107,78.43441853746911,7.032453744792688,Tropical,14384.761841409147,98.76128279136262,143512.00654749662,336.6607385206381
Cortezland,Kiribati,1.465081710095758,62.36740508715988,0.5999518969298401,61.74300314586284,2.0284165689843303,Temperate,4072.1814675861783,48.46262339462506,59087.820981210636,124.19204676310424
Port Stephanieville,Saint Lucia,39.10345362137436,178.24205666313082,8.120778395445644,75.53655594470104,9.717435183726513,Tropical,13574.114742244157,98.35294555808866,140660.9603362132,283.1761228982807
Dickersonchester,Montenegro,17.786464642366113,124.92210994645286,6.785162100488099,77.34588401919605,5.135531354410158,Subtropical,8018.3879560906125,63.3771692674079,65125.61691922266,41.49277050157942
Port Jenniferport,Tonga,10.263495397682354,72.52720676550467,6.190801880942261,41.96069022396827,5.697458039238457,Temperate,3467.403329368989,32.44724776834098,24624.35503666613,109.52028558365829
South Jayburgh,Uruguay,24.082658859666537,104.34601440437119,9.197336163689387,74.1672595343007,6.1457992985257315,Subtropical,2063.9676006197974,61.07269583041662,33762.616063289795,52.920251781324595
Jonesfurt,Paraguay,6.602287406094019,56.45797075757475,9.395884774519194,49.458710134918306,16.060517956653268,Temperate,3100.131726129881,32.6336471117448,40011.620372380006,80.19933097658189
Danielleville,Eritrea,33.632112668138184,153.2854319714176,2.6002878296607976,81.84700657186724,10.783225533505089,Tropical,7772.575969205374,97.74937880425765,60731.982104263894,177.6055324061269
Robertberg,Bermuda,-1.4785708077025141,26.80481831720602,2.215790595022194,46.25702842135074,6.2261539831200725,Polar,807.3780060069864,20.2741571043061,16275.589070015341,59.89849233467667
Lake Dawnland,Mexico,1.8305735226716824,97.70255136293612,7.91599843972505,56.184738771260115,12.206675666218366,Temperate,4397.4569542002555,35.15488381072976,36296.39480461708,38.68350288733745
Morrisport,Uruguay,7.427653651669052,80.308731722544,3.969628191007091,63.721694945168906,14.323013484463871,Temperate,1802.4778472876958,45.54232494121034,48476.006113479605,164.51688097311373
Rosariotown,French Polynesia,0.5158278167282759,61.43214027517314,5.4573498377452605,49.562575087962095,5.452480014670675,Temperate,2604.5654561819465,36.41984036094941,40083.06433821483,148.50378985069034
Nortonton,French Guiana,17.395618906669725,126.85532709092739,0.5325279203850193,76.74026656727344,8.27098203050703,Subtropical,1000.2764696084417,74.34929981223824,49535.61730767173,91.82845022439628
Riveraville,Jersey,13.639806031181731,83.58503422029284,5.07526729473097,58.77674129311028,2.437721866738951,Temperate,3287.2548621492588,38.49853210477732,33868.59872329972,37.3208193930306
Vanessafurt,Sierra Leone,30.822548893097828,188.7763808347505,11.302187644161013,88.24726691233383,3.6229869906936063,Tropical,5893.806460297155,92.50866900333187,103350.15096879665,106.83083084582724
Andersonburgh,Guatemala,3.8816997240002538,80.90641202289478,8.25202315379148,66.57933244708562,13.622357079299656,Temperate,2350.35714141271,42.00938508518982,61746.186689877155,186.81884536742012
South Kevin,Andorra,16.44894872091223,129.34205590104395,9.832865972439638,73.94942923338567,3.628766953912539,Subtropical,7409.233412925445,69.50951430465467,85332.044126776,199.96856285761027
Davisview,Mali,19.894527602775632,137.2719737092165,7.530296571532567,73.60281543520601,10.503267673341202,Subtropical,4209.365583875851,76.98196039917352,109514.82609232253,200.3589839078625
Vanessamouth,South Africa,9.93783426530973,67.90813590164203,7.0213009236482655,58.47589564546914,14.180925234448654,Temperate,2423.689043406206,54.3559837203114,68608.77809330616,53.279908418671425
Marieside,Cook Islands,24.856504541106005,121.58297731148397,11.650259455516885,72.37222756430369,2.1375384618948767,Subtropical,3290.3319845643423,67.66794282116518,73874.24142790673,231.62750567026774
West Cynthia,Mauritania,17.420552715115004,106.37901513977819,5.876566539549222,75.05433279115283,11.346244392578072,Subtropical,1116.0772281057289,63.365571770154254,43850.45646363299,279.1885928501953
Riddleburgh,Comoros,34.6493232766353,172.66444173740138,9.48362355604392,74.21324378011333,5.131255674027275,Tropical,14065.389795721567,96.16536422432557,112194.75064953824,406.4752630723458
Port Debra,Angola,4.675666141341164,55.67787960998145,2.776931533498681,46.988784242609015,19.258537504751597,Temperate,1986.28100375938,30.415864077385805,34168.56018554919,100.8969092388461
Daleberg,Liberia,21.721355474058786,114.18879528993622,1.2235336153219345,63.17210210586148,9.670912934398494,Subtropical,5862.694660853497,76.72884384939739,84591.18482879028,64.35664195287053
Montesstad,Myanmar,31.873793357372747,176.219513466379,2.175923905021867,82.45933167126965,16.119850995503164,Tropical,16455.38404025481,81.38073873822749,80549.50512954075,81.8516583351543
Clarkmouth,Marshall Islands,33.18425183973903,172.0381373469114,4.10764940246486,82.63120440185041,11.004530843125234,Tropical,12851.020563830123,86.69578083781359,89180.18749682383,62.584855548042505
South Justinfort,Congo,39.12197213164788,170.0381530437663,5.528194266396826,84.66226044830562,0.8682506570963833,Tropical,8401.589379794685,86.27406249514313,71990.74673319247,143.0990323144946
Serranofort,Albania,22.616196153287177,118.15411481993175,10.67264444957094,77.61741518397857,12.663027511880447,Subtropical,8660.356618833835,70.97819263280144,72348.97265142492,78.81962218671063
West Adam,Jersey,7.801020317667162,83.57865977963998,7.111506375043595,40.73202344669614,19.02806684413314,Temperate,3039.0431750804123,49.48136460709867,34516.01810271171,82.64457583146401
Thomasbury,French Guiana,30.791539567011615,177.9820165654109,7.711321113097762,72.6313537025452,12.032236402926625,Tropical,14997.829650395524,92.71290643905226,121006.51178911903,207.00578494016574
Joshuachester,British Indian Ocean Territory (Chagos Archipelago),8.200654190149194,76.01538504518966,4.619388561616804,66.1029662170279,16.383777188535802,Temperate,4327.585376068022,50.06629593122056,34334.31195675674,237.48559602969306
